chr1	10145	1
chr1	10146	1
chr1	10147	1
chr1	10148	2
chr1	10149	3
chr1	10150	4
chr1	10151	4
chr1	10152	5
chr1	10153	5
chr1	10154	6
chr1	10155	7
chr1	10156	8
chr1	10157	8
chr1	10158	9
chr1	10159	9
chr1	10160	9
chr1	10161	9
chr1	10162	9
chr1	10163	9
chr1	10164	9
chr1	10165	9
chr1	10166	9
chr1	10167	9
chr1	10168	9
chr1	10169	9
chr1	10170	9
chr1	10171	9
chr1	10172	9
chr1	10173	9
chr1	10174	9
chr1	10175	9
chr1	10176	9
chr1	10177	9
chr1	10178	9
chr1	10179	9
chr1	10180	9
chr1	10181	8
chr1	10182	8
chr1	10183	8
chr1	10184	7
chr1	10185	6
chr1	10186	5
chr1	10187	5
chr1	10188	4
chr1	10189	4
chr1	10190	3
chr1	10191	2
chr1	10192	1
chr1	10193	1
chr1	10215	1
chr1	10216	2
chr1	10217	4
chr1	10218	4
chr1	10219	4
chr1	10220	4
chr1	10221	4
chr1	10222	4
chr1	10223	4
chr1	10224	4
chr1	10225	4
chr1	10226	4
chr1	10227	4
chr1	10228	4
chr1	10229	4
chr1	10230	4
chr1	10231	4
chr1	10232	4
chr1	10233	4
chr1	10234	4
chr1	10235	4
chr1	10236	5
chr1	10237	6
chr1	10238	6
chr1	10239	6
chr1	10240	6
chr1	10241	6
chr1	10242	7
chr1	10243	8
chr1	10244	9
chr1	10245	9
chr1	10246	9
chr1	10247	10
chr1	10248	10
chr1	10249	10
chr1	10250	10
chr1	10251	9
chr1	10252	8
chr1	10253	6
chr1	10254	6
chr1	10255	6
chr1	10256	6
chr1	10257	6
chr1	10258	6
chr1	10259	6
chr1	10260	6
chr1	10261	6
chr1	10262	6
chr1	10263	6
chr1	10264	6
chr1	10265	6
chr1	10266	6
chr1	10267	6
chr1	10268	6
chr1	10269	6
chr1	10270	6
chr1	10271	6
chr1	10272	5
chr1	10273	4
chr1	10274	4
chr1	10275	4
chr1	10276	4
chr1	10277	4
chr1	10278	3
chr1	10279	2
chr1	10280	1
chr1	10281	1
chr1	10282	1
chr1	10316	2
chr1	10317	2
chr1	10318	2
chr1	10319	2
chr1	10320	2
chr1	10321	2
chr1	10322	2
chr1	10323	2
chr1	10324	2
chr1	10325	2
chr1	10326	2
chr1	10327	2
chr1	10328	2
chr1	10329	2
chr1	10330	2
chr1	10331	2
chr1	10332	2
chr1	10333	2
chr1	10334	2
chr1	10335	2
chr1	10336	2
chr1	10337	2
chr1	10338	2
chr1	10339	2
chr1	10340	2
chr1	10341	2
chr1	10342	2
chr1	10343	2
chr1	10344	2
chr1	10345	2
chr1	10346	2
chr1	10347	2
chr1	10348	2
chr1	10349	2
chr1	10350	2
chr1	10351	2
chr1	47098	1
chr1	47099	1
chr1	47100	1
chr1	47101	1
chr1	47102	1
chr1	47103	1
chr1	47104	1
chr1	47105	1
chr1	47106	1
chr1	47107	1
chr1	47108	1
chr1	47109	1
chr1	47110	1
chr1	47111	1
chr1	47112	1
chr1	47113	1
chr1	47114	1
chr1	47115	1
chr1	47116	1
chr1	47117	1
chr1	47118	1
chr1	47119	1
chr1	47120	1
chr1	47121	1
chr1	47122	1
chr1	47123	1
chr1	47124	1
chr1	47125	1
chr1	47126	1
chr1	47127	1
chr1	47128	1
chr1	47129	1
chr1	47130	1
chr1	47131	1
chr1	47132	1
chr1	47133	1
chr1	133164	1
chr1	133165	1
chr1	133166	1
chr1	133167	1
chr1	133168	1
chr1	133169	1
chr1	133170	1
chr1	133171	1
chr1	133172	1
chr1	133173	1
chr1	133174	1
chr1	133175	1
chr1	133176	1
chr1	133177	1
chr1	133178	1
chr1	133179	1
chr1	133180	1
chr1	133181	1
chr1	133182	1
chr1	133183	1
chr1	133184	1
chr1	133185	1
chr1	133186	1
chr1	133187	1
chr1	133188	1
chr1	133189	1
chr1	133190	1
chr1	133191	1
chr1	133192	1
chr1	133193	1
chr1	133194	1
chr1	133195	1
chr1	133196	1
chr1	133197	1
chr1	133198	1
chr1	133199	1
chr1	136045	1
chr1	136046	1
chr1	136047	1
chr1	136048	1
chr1	136049	1
chr1	136050	1
chr1	136051	1
chr1	136052	1
chr1	136053	1
chr1	136054	1
chr1	136055	1
chr1	136056	1
chr1	136057	1
chr1	136058	1
chr1	136059	1
chr1	136060	1
chr1	136061	1
chr1	136062	1
chr1	136063	1
chr1	136064	1
chr1	136065	1
chr1	136066	1
chr1	136067	1
chr1	136068	1
chr1	136069	1
chr1	136070	1
chr1	136071	1
chr1	136072	1
chr1	136073	1
chr1	136074	1
chr1	136075	1
chr1	136076	1
chr1	136077	1
chr1	136078	1
chr1	136079	1
chr1	136080	1
chr1	137807	1
chr1	137808	1
chr1	137809	1
chr1	137810	1
chr1	137811	1
chr1	137812	1
chr1	137813	1
chr1	137814	1
chr1	137815	1
chr1	137816	1
chr1	137817	1
chr1	137818	1
chr1	137819	1
chr1	137820	1
chr1	137821	1
chr1	137822	1
chr1	137823	1
chr1	137824	1
chr1	137825	1
chr1	137826	1
chr1	137827	1
chr1	137828	1
chr1	137829	1
chr1	137830	1
chr1	137831	1
chr1	137832	1
chr1	137833	1
chr1	137834	1
chr1	137835	1
chr1	137836	1
chr1	137837	1
chr1	137838	1
chr1	137839	1
chr1	137840	1
chr1	137841	1
chr1	137842	1
chr1	157231	1
chr1	157232	1
chr1	157233	1
chr1	157234	1
chr1	157235	1
chr1	157236	1
chr1	157237	1
chr1	157238	1
chr1	157239	1
chr1	157240	1
chr1	157241	1
chr1	157242	1
chr1	157243	1
chr1	157244	1
chr1	157245	1
chr1	157246	1
chr1	157247	1
chr1	157248	1
chr1	157249	1
chr1	157250	1
chr1	157251	1
chr1	157252	1
chr1	157253	1
chr1	157254	1
chr1	157255	1
chr1	157256	1
chr1	157257	1
chr1	157258	1
chr1	157259	1
chr1	157260	1
chr1	157261	1
chr1	157262	1
chr1	157263	1
chr1	157264	1
chr1	157265	1
chr1	157266	1
chr1	159000	8
chr1	159001	15
chr1	159002	16
chr1	159003	16
chr1	159004	16
chr1	159005	16
chr1	159006	16
chr1	159007	19
chr1	159008	19
chr1	159009	19
chr1	159010	19
chr1	159011	19
chr1	159012	19
chr1	159013	19
chr1	159014	19
chr1	159015	19
chr1	159016	19
chr1	159017	19
chr1	159018	19
chr1	159019	19
chr1	159020	19
chr1	159021	19
chr1	159022	19
chr1	159023	19
chr1	159024	19
chr1	159025	19
chr1	159026	19
chr1	159027	19
chr1	159028	19
chr1	159029	19
chr1	159030	19
chr1	159031	19
chr1	159032	19
chr1	159033	19
chr1	159034	19
chr1	159035	19
chr1	159036	11
chr1	159037	4
chr1	159038	3
chr1	159039	3
chr1	159040	3
chr1	159041	3
chr1	159042	3
chr1	250474	1
chr1	250475	1
chr1	250476	1
chr1	250477	1
chr1	250478	1
chr1	250479	1
chr1	250480	1
chr1	250481	1
chr1	250482	1
chr1	250483	1
chr1	250484	1
chr1	250485	1
chr1	250486	1
chr1	250487	1
chr1	250488	1
chr1	250489	1
chr1	250490	1
chr1	250491	1
chr1	250492	1
chr1	250493	1
chr1	250494	1
chr1	250495	1
chr1	250496	1
chr1	250497	1
chr1	250498	1
chr1	250499	1
chr1	250500	1
chr1	250501	1
chr1	250502	1
chr1	250503	1
chr1	250504	1
chr1	250505	1
chr1	250506	1
chr1	250507	1
chr1	250508	1
chr1	250509	1
chr1	540627	1
chr1	540628	1
chr1	540629	1
chr1	540630	1
chr1	540631	1
chr1	540632	1
chr1	540633	1
chr1	540634	1
chr1	540635	1
chr1	540636	1
chr1	540637	1
chr1	540638	1
chr1	540639	1
chr1	540640	1
chr1	540641	1
chr1	540642	1
